ID,Name,Designation,Department,Location,Date_of_Joining,Gender,Salary,Phone_No,GP,Work_From,Last Logout,
1112,YZHPL,MANAGER,Operations,Pune,23/09/12,Male,1097660,9898981111,4.00,Work From Office,01-15-2017 14:24:46,
1113,GBCZD,MANAGER,Development,Texas,19/07/20,Male,1753473,9898981112,1.00,Work From Office,03-26-2021 12:03:17,
1114,EIOIU,SDET,Operations,Gurgaon,07/05/15,Female,1141449,9898981113,5.00,Work From Office,06-29-2018 12:45:49,
1115,NZDMF,MANAGER,Application Development,Texas,31/10/18,Male,1760662,9898981114,1.00,Work From Office,03-07-2021 11:09:30,
1116,JPNPZ,SDET,Development,Delhi,04/02/22,Male,1643047,9898981115,5.00,Work From Home,01-18-2017 09:22:22,
1117,GVTBZ,SDE,Testing,Gurgaon,22/03/15,Female,1413541,9898981116,3.00,,12-16-2013 17:27:52,
1118,JWKKY,SDET,Development,Pune,03/04/19,Female,1196945,9898981117,4.00,,01-09-2017 23:50:42,
1119,REHKH,SDET,Testing,Pune,04/09/11,Female,1370875,9898981118,2.00,Work From Home,06-23-2016 03:13:42,
1120,HVKEA,SDET,Testing,Delhi,03/08/16,Female,1270797,9898981119,4.00,Work From Home,04-24-2015 03:30:52,
1121,RFYZK,MANAGER,Development,Gurgaon,03/09/17,Male,1456784,9898981120,2.00,Work From Office,02-29-2012 10:48:21,
1122,AEFUT,TEAM LEAD,Application Development,Gurgaon,01/06/22,Male,1840280,9898981121,3.00,,03-22-2013 08:51:58,
1123,QDCKG,TEAM LEAD,Application Development,Gurgaon,24/02/17,Female,1999933,9898981122,1.00,Work From Office,12-02-2017 04:01:14,
1124,OMTBN,QA,Application Development,Texas,06/08/15,Male,1153897,9898981123,1.00,,02-14-2016 16:38:06,
1125,PRPMV,QA,Operations,Gurgaon,01/01/19,Female,1215738,9898981124,1.00,Work From Office,11-27-2019 19:09:27,
1126,CADRY,SDE,Testing,Delhi,12/03/16,Female,1431899,9898981125,2.00,,07-08-2011 03:29:53,
1127,CRBGX,TEAM LEAD,Testing,Texas,25/08/21,Male,1982953,9898981126,4.00,,11-04-2010 22:57:12,
1128,WSFSG,MANAGER,Application Development,Pune,16/11/20,Male,1335162,9898981127,2.00,Work From Office,12-11-2013 01:29:04,
1129,WMZII,SDE,Development,Texas,19/11/21,Male,1773318,9898981128,1.00,,11-05-2014 17:16:27,
1130,ORAQA,TEAM LEAD,Development,Pune,09/08/14,Male,1326584,9898981129,4.00,Work From Home,01-14-2013 19:15:21,
1131,SVAHI,MANAGER,Development,Delhi,01/10/15,Female,1971234,9898981130,5.00,Work From Home,11-03-2011 12:57:48,
1132,XIAUW,TEAM LEAD,Operations,Banglore,11/03/16,Female,1771232,9898981131,5.00,Work From Office,06-17-2020 14:01:22,
1133,DQHJJ,SDE,Testing,Texas,08/10/14,Female,1101505,9898981132,3.00,Work From Home,05-22-2020 13:56:12,
1134,BWLYW,MANAGER,Development,Pune,22/06/20,Male,1632201,9898981133,3.00,Work From Home,06-24-2014 17:58:54,
1135,NRXMF,TEAM LEAD,Application Development,Banglore,20/09/11,Male,1240939,9898981134,2.00,Work From Home,06-29-2019 14:40:42,
1136,DCNWW,QA,Application Development,Banglore,30/01/10,Male,1589878,9898981135,4.00,Work From Home,03-26-2016 09:26:28,
1137,YNKFT,QA,Development,Texas,31/10/14,Male,1739718,9898981136,3.00,,11-27-2013 16:34:08,
1138,QTMCK,SDET,Testing,Gurgaon,15/09/20,Female,1960262,9898981137,5.00,,03-08-2020 04:56:51,
1139,VMKOY,QA,Development,Delhi,20/05/19,Female,1889584,9898981138,5.00,Work From Home,01-19-2019 02:35:24,
1140,YJMSA,SDET,Testing,Pune,30/05/22,Male,1093615,9898981139,4.00,Work From Office,03-16-2020 02:25:07,
1141,APNHF,TEAM LEAD,Operations,Banglore,02/01/19,Female,1409517,9898981140,2.00,,04-15-2011 20:36:30,
1142,EDYDP,SDET,Application Development,Pune,06/02/17,Male,1749782,9898981141,1.00,,08-16-2015 05:27:29,
1143,FCCRS,SDET,Development,Texas,21/09/22,Female,1712036,9898981142,3.00,Work From Office,01-06-2021 15:48:34,
1144,LOBSK,MANAGER,Operations,Banglore,05/08/18,Female,1873018,9898981143,3.00,,07-06-2011 10:57:44,
1145,IPLTF,SDET,Application Development,Delhi,03/09/18,Male,1612335,9898981144,1.00,Work From Office,09-09-2018 08:32:32,
1146,GYPEU,SDE,Application Development,Delhi,08/01/14,Female,1561005,9898981145,3.00,Work From Home,03-03-2022 17:19:46,
1147,EEOVV,SDET,Operations,Gurgaon,06/10/11,Male,1660178,9898981146,1.00,Work From Home,04-14-2015 14:05:30,
1148,WEGFT,MANAGER,Application Development,Gurgaon,01/05/18,Female,1807243,9898981147,2.00,Work From Home,06-03-2016 11:14:30,
1149,IUGFL,TEAM LEAD,Operations,Gurgaon,12/06/11,Female,1343181,9898981148,2.00,Work From Home,02-20-2015 17:20:52,
1150,JBBBV,MANAGER,Development,Pune,03/07/16,Male,1231232,9898981149,2.00,Work From Office,01-24-2022 19:47:06,
1151,KTEYI,SDE,Testing,Banglore,21/10/20,Female,1693870,9898981150,3.00,Work From Office,03-08-2014 17:31:34,
1152,OZNND,QA,Application Development,Pune,10/09/15,Female,1833156,9898981151,1.00,,11-29-2019 23:16:42,
1153,ZFCFP,QA,Application Development,Delhi,18/10/22,Female,1395839,9898981152,3.00,,02-26-2021 00:15:39,
1154,YVRRD,SDE,Application Development,Texas,07/08/17,Female,1884520,9898981153,5.00,Work From Office,07-08-2021 01:55:17,
1155,UMISU,TEAM LEAD,Development,Banglore,28/09/22,Male,1766630,9898981154,4.00,Work From Office,02-22-2011 01:56:16,
1156,VYBAF,SDET,Testing,Texas,08/05/11,Female,1938531,9898981155,1.00,,07-08-2010 06:27:50,
1157,UFKYS,SDET,Application Development,Banglore,01/01/19,Male,1791510,9898981156,5.00,Work From Office,08-22-2013 13:19:22,
1158,SEGBK,QA,Operations,Pune,06/04/11,Female,1354181,9898981157,5.00,Work From Home,07-18-2013 07:03:01,
1159,AWSUJ,MANAGER,Development,Texas,16/08/11,Female,1380010,9898981158,1.00,,04-13-2016 11:16:52,
1160,LQMNB,SDE,Development,Texas,11/01/22,Female,1584933,9898981159,4.00,Work From Home,09-01-2014 23:03:54,
1161,CFNDF,MANAGER,Testing,Pune,17/01/10,Female,1762147,9898981160,2.00,Work From Home,06-23-2012 06:07:08,
1162,MXWHI,QA,Application Development,Banglore,29/11/13,Male,1818595,9898981161,3.00,Work From Home,11-02-2018 23:18:22,
1163,LWPMR,SDE,Development,Banglore,17/08/13,Male,1592048,9898981162,5.00,Work From Office,08-09-2015 01:38:34,
1164,JNXTJ,SDET,Operations,Gurgaon,06/09/21,Male,1659063,9898981163,1.00,Work From Office,08-12-2019 02:57:30,
1165,DVNIU,SDET,Development,Texas,21/11/14,Male,1720820,9898981164,3.00,Work From Office,06-07-2017 16:46:07,
1166,SOHOB,SDET,Application Development,Banglore,30/06/12,Female,1141449,9898981165,3.00,Work From Office,04-23-2021 23:31:56,
1167,IFYZI,TEAM LEAD,Application Development,Banglore,01/11/15,Female,1653649,9898981166,5.00,Work From Home,08-23-2014 20:41:17,
1168,LSKGX,QA,Testing,Texas,29/11/20,Male,1427167,9898981167,5.00,Work From Home,03-07-2018 22:02:24,
1169,PZWBS,TEAM LEAD,Application Development,Gurgaon,25/06/22,Female,1382692,9898981168,2.00,Work From Home,09-19-2018 07:45:23,
1170,RUWWJ,SDET,Testing,Texas,27/09/12,Female,1730907,9898981169,4.00,Work From Office,09-26-2017 04:22:17,
1171,KGDNJ,SDE,Application Development,Texas,30/08/14,Female,1216656,9898981170,1.00,,03-11-2015 02:28:07,
1172,YVYVV,MANAGER,Operations,Delhi,10/09/21,Male,1356131,9898981171,2.00,Work From Office,11-11-2016 18:48:21,
1173,HGYMT,SDE,Testing,Banglore,17/10/15,Male,1212247,9898981172,2.00,,11-20-2019 15:42:03,
1174,RBXQI,SDET,Operations,Gurgaon,08/09/11,Male,1478220,9898981173,1.00,,09-16-2014 22:49:11,
1175,ADKLW,SDE,Development,Delhi,18/05/20,Male,1303969,9898981174,5.00,,03-04-2012 11:34:50,
1176,QRHTF,SDE,Development,Banglore,24/04/12,Female,1674613,9898981175,3.00,Work From Home,01-04-2021 14:03:52,
1177,VMUPG,QA,Operations,Banglore,14/10/12,Male,1102237,9898981176,4.00,Work From Office,06-11-2018 04:55:22,
1178,CJPEZ,TEAM LEAD,Development,Pune,16/10/11,Female,1992073,9898981177,2.00,Work From Office,08-20-2022 05:31:55,
1179,WPHPE,MANAGER,Operations,Delhi,22/02/21,Female,1473547,9898981178,3.00,Work From Home,03-11-2016 06:59:55,
1180,DEYQJ,SDET,Testing,Delhi,08/09/17,Female,1185957,9898981179,1.00,,04-11-2012 18:50:08,
1181,XLDWK,TEAM LEAD,Development,Gurgaon,03/02/14,Female,1319573,9898981180,4.00,Work From Home,11-30-2020 19:05:21,
1182,XDIBO,SDE,Development,Banglore,24/01/20,Male,1309600,9898981181,4.00,,04-29-2017 22:15:28,
1183,HXUFL,TEAM LEAD,Development,Banglore,12/08/19,Male,1782302,9898981182,1.00,,06-23-2017 16:15:48,
1184,MHFQK,QA,Testing,Delhi,16/11/22,Female,1198897,9898981183,3.00,,03-21-2012 06:08:50,
1185,LJMFS,SDET,Application Development,Gurgaon,14/02/16,Female,1893715,9898981184,3.00,Work From Home,12-17-2016 18:03:19,
1186,ZDWEJ,SDET,Application Development,Pune,31/07/18,Male,1254398,9898981185,3.00,Work From Office,09-07-2019 02:32:47,
1187,ZPSHU,MANAGER,Development,Banglore,05/06/12,Male,1740960,9898981186,4.00,Work From Home,06-03-2022 23:41:47,
1188,STNQG,MANAGER,Operations,Gurgaon,16/02/17,Male,1504824,9898981187,5.00,,11-29-2015 07:26:23,
1189,MGYBR,SDE,Application Development,Delhi,17/03/11,Male,1146776,9898981188,5.00,Work From Home,05-28-2019 08:27:11,
1190,PHSVV,SDET,Operations,Pune,30/05/11,Male,1596118,9898981189,5.00,,04-27-2011 14:25:41,
1191,KZTZT,QA,Development,Pune,20/03/13,Female,1273243,9898981190,5.00,Work From Home,01-13-2019 14:48:15,
1192,RDKNW,SDET,Operations,Banglore,14/09/15,Female,1277111,9898981191,2.00,Work From Office,09-28-2015 08:56:45,
1193,YRSPM,SDET,Testing,Gurgaon,10/02/22,Male,1539005,9898981192,3.00,Work From Office,08-06-2010 06:14:54,
1194,LJTSW,MANAGER,Testing,Delhi,20/07/19,Female,1218581,9898981193,5.00,,03-31-2019 02:01:18,
1195,ZRAVK,MANAGER,Development,Banglore,17/05/17,Male,1526998,9898981194,1.00,Work From Home,06-26-2015 18:52:24,
1196,EFPDS,SDE,Development,Texas,22/05/13,Male,1042332,9898981195,5.00,Work From Home,09-19-2015 18:23:09,
1197,DGFSS,SDET,Testing,Pune,10/09/11,Male,1394204,9898981196,2.00,Work From Home,11-28-2022 03:56:10,
1198,KVGSN,QA,Operations,Banglore,13/05/16,Female,1274800,9898981197,5.00,Work From Home,08-13-2014 23:05:48,
1199,NOBXK,TEAM LEAD,Application Development,Pune,30/08/21,Female,1642633,9898981198,1.00,Work From Home,04-28-2018 14:27:35,
1200,DZWJM,MANAGER,Application Development,Banglore,24/06/21,Female,1425210,9898981199,4.00,Work From Home,04-25-2021 19:40:05,
1201,YZFNC,QA,Operations,Delhi,23/07/21,Female,1625015,9898981200,2.00,Work From Home,07-12-2017 09:21:32,
1202,RMYQR,MANAGER,Testing,Delhi,05/05/10,Male,1480761,9898981201,5.00,Work From Office,05-01-2016 23:48:30,
1203,AFGBV,QA,Testing,Banglore,19/04/16,Female,1740404,9898981202,3.00,Work From Office,11-06-2015 14:05:50,
1204,XKKZR,TEAM LEAD,Development,Delhi,21/09/12,Female,1591399,9898981203,5.00,Work From Office,05-21-2022 00:54:20,
1205,FAJVC,TEAM LEAD,Testing,Banglore,17/03/10,Female,1311733,9898981204,4.00,Work From Office,11-05-2022 18:36:55,
1206,QOSSP,MANAGER,Testing,Pune,06/09/10,Male,1366521,9898981205,2.00,Work From Home,12-12-2020 09:23:58,
1207,GNOIZ,SDE,Development,Pune,21/06/18,Female,1978697,9898981206,5.00,Work From Office,11-24-2019 01:32:12,
1208,YBUDP,SDET,Testing,Gurgaon,01/09/20,Female,1151495,9898981207,3.00,Work From Home,03-23-2013 23:51:51,
1209,DYBLM,SDE,Application Development,Delhi,21/09/22,Male,1070088,9898981208,4.00,Work From Home,08-28-2016 13:51:35,
1210,VHENM,SDET,Testing,Delhi,14/06/13,Female,1450043,9898981209,2.00,,09-08-2018 12:20:53,
1211,ZZEDG,MANAGER,Testing,Banglore,11/07/11,Female,1655695,9898981210,3.00,,07-30-2016 19:18:22,
1212,VEHUU,MANAGER,Application Development,Gurgaon,20/09/15,Female,1536098,9898981211,2.00,Work From Home,02-21-2011 22:45:29,
1213,WUYBV,QA,Development,Delhi,07/02/11,Male,1225248,9898981212,5.00,Work From Home,03-23-2014 18:02:04,
1214,NVFAN,QA,Testing,Delhi,19/08/19,Male,1991602,9898981213,2.00,Work From Home,05-17-2018 23:55:04,
1215,DCLBQ,MANAGER,Testing,Gurgaon,21/04/20,Male,1547662,9898981214,1.00,Work From Home,05-31-2016 02:16:14,
1216,FNLDX,TEAM LEAD,Application Development,Gurgaon,21/07/12,Female,1651345,9898981215,5.00,Work From Office,06-13-2015 05:22:27,
1217,ZIPEG,SDE,Operations,Delhi,17/01/18,Female,1665857,9898981216,4.00,,02-25-2021 05:05:58,
1218,XCIRD,MANAGER,Operations,Texas,02/07/17,Male,1307311,9898981217,2.00,,06-12-2017 21:43:11,
1219,BGWET,MANAGER,Development,Delhi,21/06/12,Female,1214982,9898981218,2.00,Work From Office,11-30-2013 06:39:11,
1220,IDBYB,MANAGER,Operations,Banglore,22/05/12,Female,1363914,9898981219,3.00,,04-15-2017 09:00:34,
1221,REPIJ,QA,Application Development,Gurgaon,06/06/19,Male,1015775,9898981220,1.00,Work From Home,05-29-2015 00:04:40,
1222,TGESZ,SDE,Application Development,Texas,28/11/13,Male,1444244,9898981221,2.00,Work From Office,12-26-2020 13:31:18,
1223,BXVXO,SDE,Testing,Banglore,12/03/18,Male,1990073,9898981222,5.00,,11-25-2020 08:32:11,
1224,PVQTU,SDE,Operations,Banglore,04/03/14,Female,1812174,9898981223,1.00,Work From Office,01-19-2014 20:22:53,
1225,ATUBM,SDE,Operations,Gurgaon,26/09/21,Male,1830822,9898981224,5.00,Work From Home,04-18-2017 09:30:01,
1226,DPNLT,SDE,Testing,Pune,01/03/17,Female,1907846,9898981225,5.00,,04-23-2011 14:53:18,
1227,EIKYT,MANAGER,Testing,Delhi,06/02/13,Male,1112678,9898981226,1.00,Work From Office,07-26-2013 03:09:24,
1228,TICRC,SDE,Operations,Texas,26/09/17,Female,1644563,9898981227,1.00,Work From Home,04-29-2011 15:54:52,
1229,TSVXD,SDE,Development,Banglore,20/06/11,Female,1492828,9898981228,3.00,,08-29-2010 20:44:12,
1230,KQDMT,SDET,Testing,Texas,02/07/18,Male,1359872,9898981229,3.00,Work From Home,04-20-2015 00:53:22,
1231,FLWVM,MANAGER,Application Development,Pune,15/02/14,Female,1628388,9898981230,2.00,Work From Home,11-27-2015 10:48:40,
1232,XZHFI,SDE,Testing,Delhi,16/09/19,Female,1051326,9898981231,4.00,,11-28-2016 02:15:10,
1233,RPVAU,MANAGER,Application Development,Texas,26/05/16,Male,1650278,9898981232,5.00,Work From Office,07-22-2022 18:50:33,
1234,UAXVL,QA,Testing,Delhi,05/09/17,Female,1149554,9898981233,2.00,,03-20-2018 09:15:37,
1235,PMQOU,SDET,Testing,Texas,08/02/21,Male,1749775,9898981234,2.00,,01-11-2017 11:30:46,
1236,BUPNL,SDET,Development,Gurgaon,01/03/22,Male,1539701,9898981235,5.00,Work From Home,08-04-2014 19:02:07,
1237,UCPLQ,MANAGER,Testing,Pune,09/10/18,Female,1781863,9898981236,4.00,,09-30-2016 08:49:57,
1238,GFZUP,SDE,Testing,Delhi,17/07/21,Male,1427261,9898981237,5.00,Work From Home,11-12-2010 01:53:20,
1239,PSMWB,QA,Operations,Banglore,31/10/14,Male,1922037,9898981238,4.00,,04-29-2021 23:49:09,
1240,CFWHW,QA,Development,Pune,08/09/16,Male,1173334,9898981239,4.00,Work From Office,09-22-2017 17:03:00,
1241,CRQVL,MANAGER,Operations,Banglore,29/07/13,Male,1467959,9898981240,5.00,,04-11-2021 07:27:03,
1242,OOFPZ,QA,Development,Banglore,08/05/22,Female,1623102,9898981241,2.00,,01-07-2017 07:31:38,
1243,WGXCR,SDE,Operations,Gurgaon,06/08/22,Female,1074647,9898981242,1.00,Work From Home,01-03-2023 00:34:23,
1244,XDQLN,TEAM LEAD,Application Development,Delhi,03/02/22,Male,1524014,9898981243,3.00,Work From Office,08-12-2013 08:59:12,
1245,DVPWX,MANAGER,Operations,Texas,08/08/11,Male,1952725,9898981244,1.00,,05-31-2018 12:44:33,
1246,JSNHV,TEAM LEAD,Development,Delhi,20/04/16,Male,1162552,9898981245,1.00,,11-25-2022 12:01:47,
1247,WJNMG,QA,Application Development,Banglore,08/05/13,Male,1073689,9898981246,3.00,Work From Office,12-24-2019 15:14:23,
1248,MWMDA,SDET,Development,Pune,08/09/21,Male,1956595,9898981247,2.00,Work From Home,06-04-2019 20:04:44,
1249,MTZHF,SDE,Development,Texas,18/09/14,Female,1308552,9898981248,1.00,Work From Home,06-30-2020 21:34:50,
1250,BFHIX,SDE,Testing,Texas,26/03/16,Female,1758562,9898981249,3.00,Work From Office,01-22-2015 00:43:16,
1251,FWUPX,TEAM LEAD,Testing,Gurgaon,11/08/14,Male,1952300,9898981250,4.00,Work From Home,06-16-2013 20:19:00,
1252,DIYGC,SDET,Development,Delhi,11/09/20,Male,1794945,9898981251,3.00,Work From Office,12-12-2010 22:02:21,
1253,KVQFV,SDE,Operations,Banglore,17/02/22,Male,1747968,9898981252,5.00,Work From Home,03-24-2014 05:21:52,
1254,WAXAU,MANAGER,Operations,Gurgaon,20/09/14,Male,1883647,9898981253,2.00,,08-11-2017 15:55:27,
1255,ZDCMQ,TEAM LEAD,Testing,Banglore,05/02/11,Male,1724089,9898981254,1.00,,01-12-2014 03:28:19,
1256,JGBDY,SDE,Application Development,Texas,03/05/13,Female,1812078,9898981255,2.00,Work From Office,01-06-2018 01:43:46,
1257,LTKLC,SDET,Testing,Banglore,12/05/20,Male,1659300,9898981256,2.00,Work From Office,06-07-2018 10:15:37,
1258,FJCLA,QA,Application Development,Gurgaon,24/09/13,Female,1512667,9898981257,1.00,,08-21-2021 01:07:34,
1259,XOHDR,MANAGER,Development,Gurgaon,21/10/21,Female,1091809,9898981258,1.00,,05-17-2020 16:58:23,
1260,FXCMN,TEAM LEAD,Application Development,Texas,10/11/12,Male,1116475,9898981259,5.00,Work From Home,07-17-2015 23:17:30,
1261,LBJZI,QA,Application Development,Pune,10/01/17,Female,1890007,9898981260,4.00,,11-21-2014 22:43:00,
1262,OTNKW,QA,Application Development,Banglore,15/09/15,Female,1013104,9898981261,2.00,Work From Office,06-04-2021 00:18:33,
1263,RMTZP,SDE,Application Development,Texas,25/09/11,Male,1856965,9898981262,2.00,Work From Home,01-26-2022 02:08:41,
1264,GFBGQ,SDET,Testing,Banglore,01/05/18,Male,1894616,9898981263,4.00,Work From Home,12-13-2012 03:44:42,
1265,DQUFF,SDET,Operations,Banglore,12/09/19,Male,1739281,9898981264,4.00,,12-12-2017 11:42:22,
1266,NTHTJ,SDE,Operations,Banglore,14/04/16,Female,1458273,9898981265,3.00,Work From Home,02-06-2014 07:42:48,
1267,YMKUY,SDE,Operations,Gurgaon,25/08/15,Female,1267254,9898981266,3.00,Work From Office,07-31-2021 18:50:30,
1268,YOXOU,SDE,Testing,Banglore,07/11/13,Female,1260599,9898981267,5.00,Work From Home,06-22-2011 11:10:55,
1269,HIORT,SDE,Testing,Banglore,29/05/10,Female,1856833,9898981268,3.00,,08-04-2020 11:34:21,
1270,GKIAE,TEAM LEAD,Development,Banglore,05/09/17,Male,1202404,9898981269,3.00,Work From Home,01-11-2012 16:27:40,
1271,TWYLZ,MANAGER,Development,Banglore,23/09/10,Female,1309858,9898981270,5.00,Work From Office,11-07-2021 07:58:50,
1272,CSROJ,QA,Testing,Pune,17/03/10,Female,1776495,9898981271,3.00,Work From Office,05-11-2013 23:25:53,
1273,SSHQX,QA,Application Development,Gurgaon,29/09/17,Male,1962908,9898981272,1.00,,11-24-2016 17:42:33,
1274,XOOAW,MANAGER,Development,Banglore,24/02/19,Female,1329503,9898981273,4.00,Work From Office,12-29-2011 02:40:01,
1275,UJCJL,MANAGER,Application Development,Banglore,13/04/17,Female,1403328,9898981274,1.00,Work From Office,11-11-2014 07:30:34,
1276,BZIQV,QA,Application Development,Banglore,29/11/21,Female,1289604,9898981275,5.00,,11-03-2010 20:23:59,
1277,RFNXM,SDE,Operations,Gurgaon,23/03/17,Female,1580574,9898981276,3.00,Work From Office,04-25-2020 19:17:09,
1278,XLCDX,SDET,Development,Texas,19/09/16,Female,1080480,9898981277,4.00,Work From Office,06-18-2022 04:52:37,
1279,PZTHU,QA,Operations,Texas,06/02/13,Female,1816346,9898981278,2.00,Work From Office,11-23-2015 22:14:02,
1280,NWKSX,TEAM LEAD,Application Development,Texas,21/10/17,Male,1964865,9898981279,5.00,Work From Home,05-05-2021 03:23:01,
1281,IUQQZ,SDE,Testing,Banglore,02/09/10,Male,1697937,9898981280,5.00,Work From Office,05-07-2019 18:03:45,
1282,TJIZZ,TEAM LEAD,Development,Gurgaon,25/07/17,Female,1051428,9898981281,2.00,Work From Home,12-31-2014 15:30:06,
1283,ZIITV,SDET,Testing,Delhi,23/04/18,Female,1388141,9898981282,5.00,Work From Home,04-18-2014 18:00:04,
1284,LXJMX,SDE,Application Development,Gurgaon,22/01/20,Female,1651103,9898981283,5.00,Work From Home,08-06-2016 05:15:56,
1285,OVXRN,QA,Application Development,Texas,21/06/17,Female,1768770,9898981284,3.00,,04-13-2010 20:48:44,
1286,LCRBU,QA,Application Development,Delhi,22/06/17,Male,1704040,9898981285,1.00,Work From Office,11-16-2011 02:06:59,
1287,PRHHQ,SDE,Testing,Banglore,06/04/16,Female,1532324,9898981286,4.00,Work From Office,08-30-2013 15:06:48,
1288,FEILN,QA,Testing,Pune,17/02/16,Male,1247390,9898981287,2.00,Work From Home,12-01-2011 05:06:04,
1289,YJDRG,SDE,Operations,Texas,22/08/10,Male,1416751,9898981288,3.00,Work From Office,07-15-2014 12:59:31,
1290,EQCHJ,MANAGER,Development,Gurgaon,08/06/15,Male,1703576,9898981289,1.00,Work From Office,01-11-2010 18:57:24,
1291,SVNTM,TEAM LEAD,Application Development,Banglore,25/10/10,Female,1167341,9898981290,1.00,,03-26-2017 23:36:29,
1292,ZHGNG,SDET,Testing,Banglore,08/04/14,Male,1167774,9898981291,5.00,Work From Home,12-07-2015 18:39:16,
1293,IQTTK,SDET,Application Development,Banglore,06/09/16,Female,1745580,9898981292,2.00,Work From Home,05-20-2016 20:25:19,
1294,TWWMM,SDET,Development,Banglore,17/06/17,Female,1729835,9898981293,3.00,Work From Home,09-15-2017 11:43:04,
1295,HWFXR,TEAM LEAD,Application Development,Pune,28/01/11,Female,1278888,9898981294,4.00,,03-29-2010 10:38:42,
1296,YGTAR,QA,Application Development,Delhi,19/06/20,Male,1985440,9898981295,2.00,,06-15-2015 13:01:07,
1297,LBSGE,TEAM LEAD,Operations,Texas,28/09/17,Female,1591027,9898981296,1.00,Work From Home,08-30-2021 13:45:08,
1298,FWOAT,QA,Application Development,Banglore,28/03/13,Male,1280389,9898981297,1.00,,11-11-2016 09:19:16,
1299,CPUTO,MANAGER,Operations,Gurgaon,24/05/14,Male,1459699,9898981298,3.00,,05-18-2015 09:03:29,
1300,UGACE,SDE,Application Development,Gurgaon,14/05/12,Female,1350035,9898981299,1.00,Work From Home,04-15-2015 13:52:24,
1301,ZMGPI,SDET,Operations,Banglore,24/09/13,Female,1985553,9898981300,3.00,Work From Home,01-26-2022 06:17:28,
1302,LEWSW,SDE,Testing,Delhi,28/05/18,Female,1050873,9898981301,1.00,Work From Office,02-29-2016 06:12:44,
1303,JENYE,MANAGER,Development,Pune,14/05/12,Male,1410169,9898981302,3.00,,07-18-2017 01:31:32,
1304,EWEHE,QA,Testing,Pune,20/07/13,Female,1054688,9898981303,2.00,,04-27-2021 13:00:10,
1305,DHBCR,TEAM LEAD,Testing,Banglore,19/09/13,Female,1976988,9898981304,2.00,Work From Home,12-03-2020 18:34:18,
1306,ULTOH,SDE,Operations,Texas,04/03/17,Female,1616819,9898981305,2.00,,12-21-2016 17:05:45,
1307,LGQPZ,SDE,Testing,Delhi,28/11/15,Female,1978138,9898981306,4.00,,02-19-2019 08:35:33,
1308,RUFVZ,SDET,Application Development,Delhi,15/03/10,Female,1074305,9898981307,1.00,Work From Home,11-06-2021 18:01:16,
1309,PKTCL,TEAM LEAD,Testing,Pune,08/09/14,Male,1437742,9898981308,3.00,Work From Home,12-29-2017 06:09:15,
1310,ICWJQ,MANAGER,Application Development,Gurgaon,30/08/14,Female,1303155,9898981309,2.00,Work From Home,05-22-2017 16:34:44,
1311,IFEBI,QA,Testing,Delhi,30/04/13,Female,1028105,9898981310,1.00,,12-12-2012 04:17:57,
1312,TRGXD,MANAGER,Testing,Texas,30/11/21,Male,1070812,9898981311,3.00,,09-07-2011 01:07:09,
1313,QBLLK,TEAM LEAD,Operations,Pune,14/09/11,Male,1756112,9898981312,1.00,Work From Office,01-19-2022 09:08:05,
1314,CQVWF,SDE,Development,Texas,08/02/22,Male,1793839,9898981313,3.00,Work From Home,09-30-2015 08:37:14,
1315,TMKFR,SDET,Operations,Texas,11/01/12,Male,1618862,9898981314,5.00,Work From Office,11-15-2011 04:45:21,
1316,QYPMT,QA,Testing,Gurgaon,24/11/17,Male,1179074,9898981315,2.00,Work From Home,05-03-2020 03:05:55,
1317,ACPMJ,SDE,Application Development,Texas,10/06/14,Male,1037229,9898981316,3.00,,09-09-2012 15:07:50,
1318,CNNXM,TEAM LEAD,Development,Gurgaon,12/11/16,Female,1028968,9898981317,1.00,Work From Office,08-27-2010 04:28:40,
1319,TZFCS,QA,Operations,Gurgaon,03/08/21,Female,1971136,9898981318,2.00,,01-22-2019 12:32:24,
1320,UFPIU,TEAM LEAD,Testing,Delhi,04/07/12,Female,1225749,9898981319,1.00,Work From Office,04-22-2016 21:05:23,
1321,ASSYE,MANAGER,Development,Texas,09/09/18,Male,1623173,9898981320,1.00,Work From Office,12-23-2018 06:16:50,
1322,AGNYL,TEAM LEAD,Operations,Pune,10/10/12,Male,1415673,9898981321,3.00,Work From Office,06-06-2021 04:33:50,
1323,SHHSW,TEAM LEAD,Testing,Pune,14/06/22,Female,1229798,9898981322,2.00,,01-17-2020 04:13:47,
1324,FCURA,MANAGER,Development,Gurgaon,20/03/17,Male,1503475,9898981323,5.00,,07-22-2015 05:18:56,
1325,PMOYL,MANAGER,Development,Gurgaon,01/09/21,Male,1353646,9898981324,5.00,Work From Home,02-04-2010 09:28:43,
1326,CSLDN,MANAGER,Testing,Delhi,24/08/22,Male,1773019,9898981325,2.00,Work From Home,06-29-2019 03:39:42,
1327,UBUUR,TEAM LEAD,Development,Delhi,06/04/15,Female,1453755,9898981326,1.00,Work From Home,12-16-2018 08:20:51,
1328,JHYSC,QA,Development,Delhi,15/09/16,Male,1904887,9898981327,1.00,Work From Office,07-26-2013 03:06:48,
1329,DMGIJ,MANAGER,Operations,Banglore,18/03/13,Female,1178904,9898981328,3.00,Work From Home,02-11-2020 09:33:21,
1330,PODDA,QA,Application Development,Delhi,03/10/11,Female,1551879,9898981329,2.00,,07-15-2022 08:21:56,
